reag,count
CN1CCN(c2ccc(N)nc2)CC1,8
N[C@H]1CC[C@@H]2CN(c3cccc(C(F)(F)F)n3)C[C@@H]21,8
NC(=O)c1sc(Br)cc1N,8
Cc1cc(CBr)ccc1C(=O)Cn1ccc(OCc2ccccc2)cc1=O,8
CS(=O)(=O)c1ncc(OCC2CC2)c(Cl)n1,8
CS(=O)(=O)OCC[C@@H]1OCCc2cc(C(N)=O)ccc21,7
N#Cc1cccnc1,7
NS(=O)(=O)c1cc(C(=O)O)cc([N+](=O)[O-])c1Oc1ccccc1,7
O.O=S([O-])S(=O)[O-].[Na+].[Na+],7
CCCCCCCCO,7
CCOC(=O)c1c(N)sc2ccccc12,7
COc1cc(NCc2ccc3nc(SC)sc3c2)c([N+](=O)[O-])cc1Br,7
CC(C)(C)NC(=O)C1CCNCC1,7
BrCc1cccc(Oc2ccccc2)c1,7
CC(=O)O.CO,7
CCOC(=O)c1ncc(OC)cc1OC[C@H]1CCCN1C(=O)[C@H]1CC[C@H](C(F)(F)F)CC1,7
CCOC(=O)CCc1ccc(O)c(C)c1C,7
C#CC(C)(C)O,7
CCCCCCCCc1ccc(NC(=O)NCCC(=O)OCC)cc1,7
CC(C)=O.CC(C)OC(C)C,7
c1ccc2c(c1)CCNC2,7
O=Cc1ccc(O)cc1Cl,7
CCC[Mg]Br,7
IB(I)I,7
CCS.[Na],7
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,7
CC(=O)Oc1ccc2c(c1)C(=O)C(Br)=C2c1ccccc1,7
c1cnc2[nH]ccc2c1,7
COC(=O)c1cc(CN)cc(OC)c1.Cl,7
O=C(Cl)C1CCC1,7
COCCOCCOCCOC,7
CC(C)(C#N)/N=N/C(C)(C)C#N,7
CCC(C)(CC)O[Mg+2].O=C([O-])CC(=O)[O-],7
O=C1OI(=O)(O)c2ccccc21,7
OCc1nc(Cl)ccc1Cl,7
c1ccc2c(c1)[nH]c1ccccc12,7
Cn1cc[n+](C)c1Cl.[Cl-],7
Cl.N#Cc1ccc(C2CCNCC2)cc1,7
[Sm],7
COc1ccc(S(=O)(=O)Cl)cc1,7
O=C(Cl)c1cccc(Cl)c1,7
Oc1ccc2ccccc2c1,7
OCC1CCCO1,7
O=C(Cc1ccccc1)NCN[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)O,7
NC1CCCc2ccccc21,7
CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,7
CCCCCCC.CCOCC,7
COC(=O)O[C@@H]1CC2=CC=C3[C@@H]4CC[C@H](C(C)C=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)[C@@H](OC(=O)OC)C1,7
Cn1nc(Br)c2cc(NC(=O)OC3CCCC3)ccc21,7
Cl.O.[Cl-].[Na+],7
CCO.ClCCl.N,7
C[C@@H](C(=O)N[C@H](C(=O)N1Cc2cc(C(=O)O)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C)N(C)C(=O)OC(C)(C)C,7
CC(C)(C)OC(=O)c1cc(C2CC2)c(OCC2(C#N)C3CC4CC(C3)CC2C4)cc1F,7
COC(=O)c1ccc(Cl)nc1,7
COC(=O)C1CN(Cc2ccc(OCc3coc4ccc(Cl)cc34)cc2)C1,7
[Te],7
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,7
CCCCCCCCCCC,7
CCCCCCCCCCCCOS(=O)(=O)c1ccccc1.[Na],7
Nc1ccc(Cl)c(Cl)c1,7
CCOC(=O)CCSc1cnc(N)s1,7
CS(=O)(=O)c1ccc(NCC2CCCC2)cc1,7
CC(C)OC(C)C.CCO,7
Cl.ClCc1ccncc1,7
CCN1CCc2cc(S(N)(=O)=O)ccc21,7
Nc1ccccc1C(F)(F)F,7
OCc1cc(Cl)ccc1Cl,7
N#CCc1cc(Cl)cc(Cl)c1,7
Oc1ccc2c(c1)CC(NCC(O)c1cccc(Cl)c1)CC2,7
NS(=O)(=O)c1ccc(Cl)cc1,7
Cc1ccc(S(=O)(=O)O)cc1.Cl.Nc1ccc(N=Nc2ccccc2)c(N)n1,7
CO.ClC(Cl)Cl.O,7
C(CC1COCCO1)=P(c1ccccc1)(c1ccccc1)c1ccccc1,7
Fc1ccccc1,7
N#Cc1ccccc1Br,7
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,7
CC(=O)O.ClCCl,7
CCCCC(C=O)CC,7
COC(=O)COc1ccc(CNC(=O)c2cccnc2Oc2ccc3c(c2)OCO3)c(F)c1,7
COC(=O)C(=O)Cl,7
Nc1ccc(F)cc1F,7
C1CCOC1.CC(C)OC(C)C,7
I.O,7
O=C1c2cccc3cccc(c23)C(=O)N1CCCCBr,7
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,7
O=[Cr](=O)([O-])OCl.c1cc[nH+]cc1,7
[SiH3]Cl,7
CC(C)O[Al](OC(C)C)OC(C)C,7
CCOC(=O)c1ccc(N2CCN(c3ccc(C(=O)Nc4ccc(C)c(I)c4)cn3)CC2)cc1,7
CN(C)C=O.CO,7
O=Cc1c(O)cccc1Cl,7
C=CC(C)=O,7
O=C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,7
[Al+3].[Li+].[OH-].[OH-].[OH-].[OH-],7
C=CCCCCBr,7
CC(C)(C)c1cc(O)ccc1O,7
CC(=O)Cc1ccccn1,7
OCCc1ncccn1,7
CCO.ClC(Cl)Cl,7
Cc1cc(Cl)ccc1Br,7
Cc1cncc(C)c1,7
COCCO[Al+]OCCOC.[H-],7
O=C1NCCN1,7
CN(C)C=O.ClCCl,7
O=C(Cl)c1ccc2ccccc2c1,7
C=CCOC(=O)Cl,7
ClC(Cl)C(Cl)Cl,7
O.O.[I-].[Li+],7
CO[BH-](OC)OC.[Na+],7
CN(C)[S+](N(C)C)N(C)C.C[Si-](C)(C)(F)F,7
CCCCCCCO,7
CC(=O)[O-].[Li+],7
C[Si](C)(C)S(=O)(=O)C(F)(F)F,7
CCCCCCCCCCCCCCCC(=O)O,7
C#CCCOS(=O)(=O)c1ccc(C)cc1,7
Oc1cc(Cl)c(Cl)cc1Cl,7
O.O=C(O)O,7
CCCCCCCCCCN,7
Clc1ncc(Cl)c(Cl)n1,7
C=CC(=O)CC,7
Br.O,7
Cl.ClCc1cccnc1,7
O=[P+].[Cl-],7
C=CC(=O)OCCCC,7
Cc1ccc(S(=O)(=O)O[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3Br)cc1,7
C=Cc1ccccc1Cl,7
O=c1[nH]cnc2ccccc12,7
Cl[SiH](c1ccccc1)c1ccccc1,7
O=C1OCCO1,7
O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Mg+2],7
C=C(C)OC,7
BrCCCCCCBr,7
CC(C)c1ccccc1,7
O=C1NCCn2c(CC3(c4cccc5ccccc45)CCCC3)nc(=O)c(O)c21,7
N#CCS(=O)(=O)NCc1ccccc1,7
O=CNc1ccccc1,7
CN[C@@H](CC(C)C)C(=O)O,7
COCCCCCCCCCCCC(=O)Cl,7
CC(=O)[O-].CC(=O)[O-].[Ca+2],7
O=[Mo](=O)([O-])[O-].[NH4+].[NH4+],7
O=[Mo](=O)(O)O,7
COC(=O)CC1Cc2ccc(OCCNC(=O)OC(C)(C)C)cc2NC1=O,7
Cc1ccc(C(=O)Cl)cc1,7
NCCCCCCCCCCCCN,7
O=C(Cl)CCCl,7
O=C([O-])O,7
CCOC(=O)CS,7
O=C(O)C(F)(F)F.O=S(=O)(O)C(F)(F)F,7
OCCCCCCl,7
CC(C)(C)OC(=O)N1CCN(CCCOc2ccc(C=O)cc2Cl)CC1,7
Nc1cc(F)c(Cl)cc1N,7
COC(C=O)OC,7
O=C(O)CN1CCCCC1,7
BrCc1ccc(CBr)cc1,7
O=C(O)CNc1cc(F)c([N+](=O)[O-])cc1Br,7
Nc1cc(C(=O)O)ccn1,7
Nc1cncc(C(=O)O)c1,7
CCCCCCCCn1c(C)cc2ccccc21,7
O=S(=O)([O-])OOS(=O)(=O)[O-].[Na+].[Na+],7
CCO[Al](OCC)OCC.[H-].[Li+],7
N#CI,7
O=Cc1cc2ccc3c4ccccc4ccc3c2o1,7
COc1ccccc1C(OCCCO)c1ccc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1,7
CCC(C)(C)[O-].[K+],7
CO[Si](CCCSC(C)=O)(OC)OC,7
O[Si](O)(O)O,7
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)CCl,7
O=Cc1ccc(Cl)cc1,7
CC(C)c1ccc(C(N)=S)cc1,7
CC(C)CCBr,7
C=O.O,7
CC(C)(C)P(c1ccccc1)C(C)(C)C,7
NO.[K],7
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,7
NCc1ccc2c(c1)OCO2,7
C1=CC2NCCCN2CCC1,7
C1=C2CCCCNN2CCC1,7
CCOC(C)=O.CO.[NH4+].[OH-],7
O=C(O)c1cccnc1Oc1ccc2c(c1)OCO2,7
OB(O)c1cccnc1,7
CC(C)(C)OC(=O)N1CCC(CCO)CC1,7
CCN(CC)CCO,7
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,7
O.O=S([O-])[O-].[Cl-].[Na+].[Na+].[Na+],7
Nc1cc(Cl)c(C(F)(F)F)cc1[N+](=O)[O-],7
CCC(=O)c1ccccc1,7
O=C(O)CNCP(=O)(O)O,7
NOC1CCCCO1,7
CCCCC=CCCCCC,7
Clc1ccc(C(OC2CN(C(c3ccccc3)c3ccccc3)C2)c2ccc(Cl)cc2Cl)cc1,7
ClCc1ccncc1CCl,7
O=S(=O)(Nc1ccccc1)C(F)(F)F,7
OCc1cc2ccc3c4ccccc4ccc3c2o1,7
O=Cc1cc2sccc2c2ccccc12,7
CC(C)C(CS(=O)(=O)N1CCN(c2ccc(Br)cc2)CC1)C(=O)OC(C)(C)C,7
Nc1c(N=O)c(=O)n(CC2CCCCC2)c(=O)n1CC1CCCCC1,7
NS(=O)(=O)Oc1ccccc1,7
CCN1CCNCC1,7
O=C(O)Cc1ccccc1,7
CC(C)(C)O.ClCCCl,7
COc1cc2c(cc1N)CCC(N1CCOCC1)CC2,7
NC(=O)[C@@H]1[C@H](Nc2nc(Cl)ncc2Cl)[C@H]2C=C[C@@H]1C2,7
NCCc1ccc(O)c(O)c1,7
CC(C)(C)[Si](C)(C)OC1=NCSC1,7
[Li]C[Si](C)(C)C,7
c1cc2sncc2s1,7
O=C(Cl)c1cccc2ccccc12,7
C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,7
COC(=O)CC(=O)C(C)C,7
O=C([O-])Cc1ccccc1.[Na+],7
O=C(O)c1cccc(Br)c1,7
CC(C)CCC(=O)c1ccc(Br)cc1,7
N#Cc1ccc(F)cc1,7
O=S(=O)([O-])[O-].[NH3+]O.[NH3+]O,7
CCC(CCCC(C)NF)N(CC)CC,7
[Li]N(C)CCN(C)C,7
C=C(C)CC,7
O=C(OCc1ccccc1)c1ccccc1,7
O=S(=O)(O)c1cccc(P(c2cccc(S(=O)(=O)O)c2)c2cccc(S(=O)(=O)O)c2)c1.[Na].[Na].[Na],7
Cc1ccc(F)cc1Cl,7
N#CCc1ccc(F)cc1Cl,7
COC(C)(O)OC,7
Cc1ccc(C)c(C)c1,7
O=[N+]([O-])c1ccc2nc(Cl)c(Cl)nc2c1,7
CC(=O)O.CC(=O)O.c1ccc2c([Bi](c3cccc4ccccc34)c3cccc4ccccc34)cccc2c1,7
O=C(O)O.c1ccc2c([Bi](c3cccc4ccccc34)c3cccc4ccccc34)cccc2c1,7
CC(=O)O.CC(=O)O.c1ccc2cc([Bi](c3ccc4ccccc4c3)c3ccc4ccccc4c3)ccc2c1,7
O=C(O)O.c1ccc2cc([Bi](c3ccc4ccccc4c3)c3ccc4ccccc4c3)ccc2c1,7
[Li]OC(C)=O,7
OC(c1ccccc1)c1ccc(Cl)cc1C(F)(F)F,7
C=CC1=CCCCC1,7
C=CC1CC=CCC1,7
CCCCB(CCCC)OS(=O)(=O)C(F)(F)F,7
O=C1N=c2cc(Cl)c(Cl)cc2=N1,7
O=C(Cl)CCCCl,7
Clc1cc(I)ccn1,7
O=C1Nc2ccc(F)cc2C1=O,7
c1ccc2c(c1)CCCN2,7
CCCO[C@H]1[C@@H](O)[C@H](n2cnc3c(N)nc(N)nc32)O[C@@H]1CO,7
CCCCCCCCCO[C@H]1[C@@H](O)[C@H](n2cnc3c(N)nc(N)nc32)O[C@@H]1CO,7
O=C([O-])CO,7
COC(=O)[C@H](C)NC(=O)Oc1ccc([N+](=O)[O-])cc1,7
CCCCCOC(C)=O,7
O=C([O-])CNc1cc(F)c([N+](=O)[O-])cc1Cl.[Na+],7
C#Cc1ccc2c(c1)C(C)(C)CCS2,7
COC(=O)CC1CCNC1,7
CCNC(=O)c1ccccc1Cl,7
[O-][n+]1ccccc1S,7
CC(CCC(=O)O)C(=O)O,7
CN1C2CCC1CC(O)C2,7
OCCCBr,7
C=CCON([C@H]1CN[C@H](C(N)=O)C=C1C)S(=O)(=O)c1ccccc1[N+](=O)[O-],7
CCCC[Sn](CCCC)(CCCC)OC(C)=O,7
O=CNNC=O,7
CCOC(=O)CC(=O)c1cc(F)c(F)c(Br)c1F,7
O=P([O-])([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],7
CNC.Cc1ccc(S(=O)(=O)O)cc1,7
OC(S)c1ccccc1,7
O=Cc1ccc(F)c(Cl)c1,7
O=[Se],7
O.O=C([O-])[O-].[Cs+].[Cs+],7
O.O.O.[Li+].[O-][Cl+3]([O-])([O-])[O-],7
OC[C@@H](c1ccccc1)N1CCCC1,7
OC[C@@H](c1ccccc1)N1CC[C@H](F)C1,7
COc1ccc(CN2C(=O)NC(C)C2=O)cc1,7
Cc1c(O)ccc(O)c1C,7
CC(=O)OCCOc1cccc2c1CC(=CCCN1CCCCC1)c1cccnc1O2,7
O=C(O)C1CCOC1,7
ON1CCNCC1,7
[Li]C1C(C)=Cc2ccccc21,7
O=C1CSCCN1,7
CO[Si](CCCSC)(OC)OC,7
C[Si](Cl)(Cl)Cl,7
O=C(O)CN1CCNCC1,7
NC(=O)N1CCOCC1,7
O.O.O.O.[Na+].[Na+].[Na+].[O-]OB([O-])[O-],7
[O-][I+](O)(O)(O)(O)O,7
CC(C)C(=O)C1CCCCC1=O,7
[Li][N+](=O)[O-],7
CP(C)(=O)CCl,7
COCCOCCOc1ccc(CCCCN)cc1,7
[Na+].[Na+].[O-]Cl.[OH-],7
CC1CN(C)CCc2cc(Cl)c(Cl)cc21,7
CC1CN(C)CCc2cc(F)c(Cl)cc21,7
CC1CN(C)CCc2ccc(I)cc21,7
CC1CNCCc2cc(Cl)c(Cl)cc21,7
CC1CNCCc2cc(F)c(Cl)cc21,7
CC1CNCCc2ccc(C(F)(F)F)cc21,7
CC1CNCCc2ccc(I)cc21,7
O=C1CC(S(=O)(=O)[O-])C(=O)N1O.[Na+],7
CN1c2c(cc(Nc3ccccn3)cc2C(F)(F)F)C2CN(C(=O)OC(C)(C)C)CCC21,7
N#Cc1cc(Cc2ccccc2)ccc1N,7
CCCCCCCCCCCCCCCC,7
CN1CCC(O)(C(CN2CCNCC2)c2ccc(Cl)c(Cl)c2)CC1.Cl,7
CCOC(=O)c1n[nH]cc1N,7
COCN.Cl,7
CC(C)(C)OC(=O)N1CCC(CCCOS(C)(=O)=O)CC1,7
OCCCCCl,7
CN1CCC(CCCOc2ccc(Br)c(C3OCCCO3)c2)CC1,7
CN1CCC(CCCOc2ccc(C=O)c(C3OCCCO3)c2)CC1,7
Cc1c(F)ccc(N)c1N,7
Cl.N=C(N)NN,7
CC(CCN=C=O)CC(C)(C)CN=C=O,7
CC(CN=C=O)CC(C)(C)CCN=C=O,7
O=C=Nc1ccccc1N=C=O,7
CCCCOc1nc(N)c2nc(OC)n(CCCC3CCCCN3C(=O)OCc3ccccc3)c2n1,7
C/C=C\C,7
Brc1cccc2cc[nH]c12,7
CCC(Br)CC,7
OCCC(F)(F)C(F)(F)F,7
CC(C)(C)C1CCCC(Cl)C1=O,7
Nc1cc(C(=O)Nc2ccc(Br)cc2)ccc1Sc1ccc(O)cc1,7
Cc1ccc(Sc2ccc(O)cc2)c(N)c1,7
Cl.NC12CC3CC(CC(C3)C1)C2,7
Nc1cccc(Cl)c1C(=O)O,7
O=C(O)c1c(F)cccc1[N+](=O)[O-],7
CCOC(=O)N1CC=Cc2ccccc21,7
NS(=O)(=O)CC1CC1,7
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],7
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],7
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,7
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,7
CCOCCN(C(=O)CCl)C(=C(C)C)c1ccccc1,7
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],7
COc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],7
O=Cc1ccc(Br)s1,7
O=C(c1ccc2c(c1)CCCN2)N1CC(N2CCNCC2)C1,7
O=C(O)c1cccc(F)c1I,7
Cl.N#Cc1ccc(C2(F)CCNCC2)cc1,7
O=C(/C=C/c1ccccc1)c1cccc(O)c1,7
Cc1cc(CO)ccc1C(=O)Cn1ccc(OCc2ccccc2)cc1=O,7
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(N(C)C)cc2)ccc1O,7
O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,6
COc1ccc(N2CCc3ccccc32)c(N)c1.Cl,6
COC(=O)c1ccc(Cc2c[nH]c3ccc(N)cc23)c(OC)c1,6
C=C(C(=O)Nc1ccc(O)c([N+](=O)[O-])c1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,6
[Na+].[Na+].[O-]S([O-])=S,6
CCCC[Sn](CCCC)(CCCC)c1ccc(OC)cc1[N+](=O)[O-],6
COc1nccc(I)c1C=O,6
O=[N+]([O-])c1ccc(O)c(O)c1,6
O=[N+]([O-])c1ccc(Br)c(O)c1,6
CC(C)OP(=O)(OC(C)C)c1ccc(N)cc1,6
COc1ccc(N)c2c1CN(C)C2=O,6
Nc1ccc(F)c(Cl)c1,6
O=C1CC(Br)C(=O)N1,6
CC(C)=O.CCOCC,6
O=C(O)C1CSCN1,6
Cl.ClCCN1CCOCC1,6
C[C@H](N)c1ccccc1,6
CC(C)(C1=N[C@@H](C(C)(C)C)CO1)C1=N[C@@H](C(C)(C)C)CO1,6
CCOC(=O)c1cc(Cl)c(C)n(C(C)C)c1=O,6
CSCCC1NC(=O)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(CCSC)NC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O)CSSCC(C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)O)C(C)C)NC(=O)C2CCCN2C(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(C(C)C)NC1=O,6
CCOC(=O)c1cccc(CN2CCN(c3nc(C)c(C(=O)NCc4ccccc4)s3)C2=O)c1,6
O=Cc1ccncc1,6
CCOC(=O)CCc1ccc(O)c(F)c1F,6
CC(C)OC(C)C.CO,6
CCC[Mg]Cl,6
CC1(CO)CCCN(CC2COc3ccccc3O2)C1,6
COC(=O)c1ccc(OC)c(O)c1,6
OCCc1cccc(Cl)c1,6
CCC,6
O=C1C=CC=C2C1=Cc1ccccc12,6
COc1ccc(C2CCc3cc(OC)ccc3C2(C)C)c(N)c1,6
COc1ccc(C2CCc3cc(OC)cc(Oc4ccc(O)cc4)c3C2)cc1,6
COc1ccc2c(c1)CCC(Cc1ccccc1OS(=O)(=O)C(F)(F)F)C2,6
O.O=[N+]([O-])O,6
Nc1ccc(OCc2ccccc2)cc1,6
CCCC1(CCC)C(=O)C(C2=NS(=O)(=O)c3cc(OCc4ccccc4)ccc3N2)=C(O)c2ccccc21,6
COc1ccc(CCc2ccc(OC)cc2OS(=O)(=O)C(F)(F)F)cc1,6
O=C(Nc1ccc(O)cc1)[C@@H]1CCCN1,6
CC(C)(C)[Si](C)(C)O[C@@H](CN)c1ccc(O)c2[nH]c(=O)ccc12,6
ClB(Cl)Cl.ClCCl,6
CC(C)CCc1cncc(C#N)c1,6
CN(C)CCCCl.Cl,6
O=C(OC(=O)c1ccccc1S(=O)(=O)O)c1ccccc1S(=O)(=O)O,6
CC(C)CC(C)(C#N)N=NC(C)(C#N)CC(C)C,6
CC(C)CO,6
Clc1cnc2ccccc2n1,6
Cc1ccc(C(=O)O)cc1N=[N+]=[N-],6
[Mg+2].[O-][O-],6
CC(=O)ON1C(=O)c2ccccc2C1=O,6
COC(=O)c1ccc2c(c1)NC(=O)CS2,6
O=c1cc(CNS(=O)(=O)c2ccccc2)occ1OCc1ccccc1,6
O=C(Cl)c1ccc(Cl)c2c1OCCO2,6
F[P-](F)(F)(F)(F)F.c1cc(O[P+](N2CCCC2)(N2CCCC2)N2CCCC2)c2nn[nH]c2c1,6
C=Cc1ccccc1C=C,6
COc1ccc(C(=O)CCCCCBr)c(Cl)c1Cl,6
Cc1ccc(C(=O)c2cc(Br)ccc2O)cc1,6
Cl.O=C(O)c1ccc(OCCN2CCCC2)cc1,6
O=C(O)c1ccc2ccccc2c1,6
COC(=O)C(O)=CC(=O)c1cn(Cc2ccccc2)c(=O)n(Cc2ccccc2)c1=O,6
CS(C)=O.ClCCl,6
NC(=O)NCN=O,6
COc1ccc(C(=CC#N)c2ccc(OC)c(OC)c2)cc1,6
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+],6
[Bi],6
CCN=[N+]=[N-],6
O.O=S([O-])([O-])=S.[Na+].[Na+],6
OCc1cc(F)c(Cl)nc1Cl,6
Cl.c1ccc2c(N3CCNCC3)nsc2c1.c1ccc2c(N3CCNCC3)nsc2c1,6
CCN(CC)CCCCl,6
CCOC(=O)C(C)(C)CCCCBr,6
COC(=O)CCc1cc(C)on1,6
Cl.Cn1c(=O)n(CC2CNCCO2)c2ccccc21,6
CC(C)CC(C)O,6
CC(Cl)OC=O,6
COC(=O)[C@@H](Cc1ccc(NC(=O)OC(C)(C)C)c(C)c1CO)NC(=O)OCc1ccccc1,6
OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,6
BrC/C=C/CBr,6
COC(=O)CC#N,6
COc1ccc(B(O)O)cc1,6
c1ccc2c(c1)CCN2,6
O=C(Cl)c1ccc(C(=O)Cl)cc1,6
O=C(O)C(Cc1ccc2c(c1)CCN2C(=O)c1c(Cl)cncc1Cl)NC1=CC(=O)C12CCCCC2,6
O=S(=O)([O-])[O-].[K+].[K+],6
CC(C)Oc1cc(C#N)cc(C(=O)O)c1,6
Cl.N[C@@H](c1ccc(C(F)(F)F)cc1)c1ncccc1C(F)(F)F,6
Clc1cccc(C=Cc2ccncc2)c1Cl,6
N#Cc1csc2c1CC1CNCC21,6
O=C(O)CSc1csc(NC(=O)c2cn(CC3CC3)c3cc(F)ccc23)n1,6
COC(=O)[C@@H]1CCCN1S(=O)(=O)c1cnc(N)s1,6
CCOC(=O)CN.Cl,6
COC(=O)c1ccccc1,6
[13CH4],6
O=C(O)Cc1cc2cc(Cl)ccc2s1,6
CC(C)(C)OC(=O)NC(C(=O)O)c1cc2c(s1)CCCC2,6
NCc1ccc(Cl)cc1,6
BrCCCCCCCOc1ccccc1,6
CC(C(=O)O)c1ccccc1,6
C=CCOCC=C,6
CC(C)(C)OC(=O)[C@@H](N)Cc1ccccc1.Cl,6
C[C@@H](OC(C)(C)C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,6
CCN=C=NC(N)CC(C)C.Cl,6
CCN(CC)C(C)N1CCNC(=O)C1c1ccccc1,6
C=CCCCCCC,6
O=P([O-])(O)O.O=P([O-])([O-])O.[K+].[K+].[K+],6
CC(C)C(=O)Cl,6
CCCCCCC.ClCCl,6
C[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@@H]1C(=O)Nc2ccccc2S[C@@H]1c1ccccc1,6
CC(C)(C)OC(=O)N1CC2CNCC2C1,6
Cc1cc(C)nc(Cl)n1,6
O=CC(=O)O,6
COc1ccc2ccccc2c1Br,6
CC(=O)OC(C)(C)C,6
Cl.O=C(O)CCP(CCC(=O)O)CCC(=O)O,6
Cl.O=C(OCc1ccccc1)[C@@H]1CCCN1,6
C[C@H](NC(=O)OC(C)(C)C)C(=O)NCC(=O)O,6
CC(C)(C)OC(=O)NCC(=O)NCC(=O)O,6
CCO[Na],6
C[C@H]1CC(=O)C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]21CO,6
N#CCl,6
CCCCNc1cc(C(N)=O)cc(S(N)(=O)=O)c1Oc1ccccc1,6
CC(C)C(NC(=O)c1ccccc1)C(=O)O,6
Cl.Clc1ccc(C2CCNCC2)cc1,6
CCN=C=NCCCN(C)C.Cl.Cl,6
c1ccc(N(c2ccccc2)c2ccccc2)cc1,6
NN.O.O,6
Cn1c(=O)c2[nH]cnc2n(C)c1=O,6
O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO,6
O=C=O.OCCO,6
C1CCC(NC2CCCCC2)CC1.C=C(C)C(=O)N1c2ccccc2CC1C(=O)O,6
Cc1cc(N2CCN(Cc3ccc(C(F)(F)F)cc3)C2=O)sc1C(=O)O,6
CCOC(C)(OCC)OCC,6
CC(=O)c1ccc(O)cc1,6
NNC(=O)c1ccccc1C(=O)NN,6
O=C1c2ccccc2C(=O)N1Cc1ccc(Cl)nc1,6
CN(C)S(=O)(=O)Cl,6
Cl.O=[N+]([O-])c1ccncc1NCc1ccc(F)cc1,6
C1CNCCNC1,6
C1CCOC1.O=S(=O)(O)O,6
FC1(c2ncccc2Cl)CCC2(CC1)OCCO2,6
C1=Nc2ccccc2SN1,6
Sc1nc[nH]n1,6
CC(C)O.O,6
CCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],6
COCc1c(O)c(=O)cc(C)n1C.Cl,6
CCOC(C)=O.[Na+].[OH-],6
CCCC#N,6
CC(=O)O.CCCCO.O,6
O=CN1CCCCC1,6
COC(OC)(OC)c1ccccc1,6
CCOC(=O)CC,6
O=C(Nc1ccccc1)C(F)(F)F,6
O.O.O.O=C([O-])C(O)C(O)C(=O)[O-].O=C([O-])C(O)C(O)C(=O)[O-].[K+].[K+].[Na+].[Na+],6
C=CC[Mg]Br,6
N[C@@H](CO)C(=O)O,6
CC(C)(C)C(C(=O)Cl)(C(=O)Cl)c1cccs1,6
C=CC[Mg]Cl,6
CC(C)[Si](OS(=O)(=O)C(F)(F)F)(C(C)C)C(C)C,6
C[Si](C)(C)N1C(=O)c2ccccc2C1=O,6
Cc1ccccc1Br,6
NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],6
